WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,covered,disused,ele,highway,historic,layer,leisure,name,office,operator,power,ref,shop,sport,tourism
"POINT (2.14900779970086 41.400064695243)","6568369188",,,"257",cafe,,,,,,,,,,Elpilar,,,,,,,
"POINT (2.15104839970057 41.400085795243)","6539706687",,,1 B,cafe,,,,,,,,,,Pa de sucre,,,,,,,
"POINT (2.15266119970035 41.399765395243)","4755079723",,,"26",cafe,,,,,,,,,,Gelateria cioccolate,,,,,,,
"POINT (2.15249149970037 41.399947195243)","5485540627",,,,cafe,,,,,,,,,,Bar Placídia,,,,,,,
"POINT (2.14416849970153 41.4042183952427)","5077002326",,,,cafe,,,,,,,,,,El Forn del Barri,,,,,,,
"POINT (2.14715799970111 41.4032394952428)","686613656",,,,cafe,,,,,,,,,,La Terrassa,,,,,,,
"POINT (2.14561629970133 41.4042847952427)","6601651185",,,"2",cafe,,,,,,,,,,balafría coffee bar,,,,,,,
"POINT (2.14625869970124 41.4049251952426)","5980998585",,,"42",cafe,,,,,,,,,,Pa de Sucre,,,,,,,
"POINT (2.1501207997007 41.4024899952428)","5906254288",,,,cafe,,,,,,,,,,El forn del cel,,,,,,,
"POINT (2.15178579970047 41.4039569952427)","6164071079",,,"193",cafe,,,,,,,,,,Plantaciones de Origen,,,,,,,
"POINT (2.14894329970087 41.4059114952426)","5980982389",,,"242",cafe,,,,,,,,,,Catafal,,,,,,,
"POINT (2.14912289970084 41.4070233952425)","4461588617",,,,cafe,,,,,,,,,,Boheme,,,,,,,
"POINT (2.14955209970078 41.4064298952426)","5980982691",,,"31",cafe,,,,,,,,,,El Dorn del Barri,,,,,,,
"POINT (2.15163139970049 41.4067628952425)","2034780569",,,,cafe,,,,,,,,,,L'Brasseria,,,,,,,
"POINT (2.13715959970251 41.4099028952423)","6356669528",,,,cafe,,,,,,,,,,Café & Tapas,,,,,,,
"POINT (2.13732889970248 41.4100647952423)","2700343384",,,,cafe,,,,,,,,,,Buenas Migas,,,,,,,
"POINT (2.14245479970177 41.4114373952422)","5114865524",,,"173",cafe,,,,,,,,,,L'Obrador,,,,,,,
"POINT (2.14529409970137 41.4112884952422)","6706137286",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.1530008997003 41.4129919952421)","5318369228",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.15274769970034 41.4134463952421)","4654613659",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.11981479970492 41.4214306952416)","689453191",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.1587511996995 41.3975799952431)","3730796125",,,"120",cafe,,,,,,,,,,Buenas Migas,,,,,,,
"POINT (2.15796999969961 41.3980103952431)","5894777586",,,"132",cafe,,,,,,,,,,Café Vienés Jazz Club,,,,,,,
"POINT (2.15390689970017 41.399905495243)","5930228885",,,,cafe,,,,,,,,,,Cafè Reunió,,,,,,,
"POINT (2.15410729970015 41.399848695243)","5930228985",,,,cafe,,,,,,,,,,Traviesos,,,,,,,
"POINT (2.15346359970024 41.400295495243)","5218010923",,,,cafe,,,,,,,,,,Caracas,,,,,,,
"POINT (2.15415419970014 41.4007303952429)","5218011021",,,,cafe,,,,,,,,,,Xarcuteria Ayló,,,,,,,
"POINT (2.15523999969999 41.4012993952429)","5930228987",,,,cafe,,,,,,,,,,no es lo mismo,,,,,,,
"POINT (2.15696439969975 41.400169195243)","5198854184",,,17-19,cafe,,,,,,,,,,Godot,,,,,,,
"POINT (2.15819569969958 41.399285395243)","5576948021",,,,cafe,,,,,,,,,,la caravana,,,,,,,
"POINT (2.15744989969968 41.399983995243)","5110879621",,,,cafe,,,,,,,,,,Curuba,,,,,,,
"POINT (2.15747309969968 41.399984295243)","5082288821",,,,cafe,,,,,,,,,,Curuba,,,,,,,
"POINT (2.15772439969964 41.4004522952429)","3612059306",,,"8",cafe,,,,,,,,,,Nabuco Tiramisú,,,,,,,
"POINT (2.15780969969963 41.400387995243)","5082277822",,,,cafe,,,,,,,,,,Piano Piano Organic Piadina & Pizza,,,,,,,
"POINT (2.15702829969974 41.4017502952429)","5109943330",,,,cafe,,,,,,,,,,Joali,,,,,,,
"POINT (2.15691689969975 41.4018345952429)","5109943331",,,,cafe,,,,,,,,,,Sol de Nit,,,,,,,
"POINT (2.15884539969949 41.3976470952431)","6450380991",,,"4",cafe,,,,,,,,,,Xavi petit,,,,,,,
"POINT (2.1609218996992 41.3978526952431)","5532222222",,,"341",cafe,,,,,,,,,,Xurreria Trebol,,,,,,,attraction
"POINT (2.15936879969941 41.3979647952431)","6450380989",,,,cafe,,,,,,,,,,Bar But,,,,,,,
"POINT (2.15965569969937 41.3980568952431)","4231854995",,,"1",cafe,,,,,,,,,,Onna,,,,,,,
"POINT (2.16081629969921 41.399063995243)","5198200838",,,,cafe,,,,,,,,,,Forn de pa Degustació,,,,,,,
"POINT (2.16381809969879 41.3967220952432)","5198201032",,,"287",cafe,,,,,,,,,,Bracafé,,,,,,,
"POINT (2.1630913996989 41.3977808952431)","5198201033",,,"281",cafe,,,,,,,,,,La Danesa,,,,,,,
"POINT (2.16187859969906 41.3981170952431)","5198200836",,,,cafe,,,,,,,,,,"365",,,,,,,
"POINT (2.1637474996988 41.3980240952431)","5167208124",,,"260",cafe,,,,,,,,,,Matalaranya,,,,,,,
"POINT (2.15965649969937 41.399998695243)","5198201322",,,,cafe,,,,,,,,,,Sabio Infante,,,,,,,
"POINT (2.15882289969949 41.4009721952429)","5198201129",,,,cafe,,,,,,,,,,Forn de pa la Grangeta,,,,,,,
"POINT (2.15901669969946 41.4013642952429)","5082277825",,,,cafe,,,,,,,,,,Vermuteria Puigmartí,,,,,,,
"POINT (2.15951089969939 41.4015339952429)","5010794721",,,"13",cafe,,,,,,,,,,,,,,,,,
"POINT (2.16022559969929 41.4007355952429)","6243995985",,,"31",cafe,,,,,,,,,,Nabucco Obrador Vegetarià,,,,,,,
"POINT (2.16191009969906 41.399922895243)","4503193765",,,1-3,cafe,,,,,,,,,,Bicioci,,,,,,,
"POINT (2.16400659969877 41.399863995243)","6330973943",,,,cafe,,,,,,,,,,Barcelona Bagels,,,,,,,
"POINT (2.15567299969993 41.4034491952427)","6974821361",,,"137",cafe,,,,,,,,,,Bermont Coffee,,,,,,,
"POINT (2.15812619969959 41.4031162952428)","5198633022",,,,cafe,,,,,,,,,,Espai de gats,,,,,,,
"POINT (2.15837969969955 41.4026886952428)","4812206521",,,,cafe,,,,,,,,,,Gelateria Italiana Deliziosa,,,,,,,
"POINT (2.15814009969958 41.4040246952427)","5089333922",,,,cafe,,,,,,,,,,El Café del Teatre,,,,,,,
"POINT (2.15408899970015 41.4049045952427)","5198201042",,,,cafe,,,,,,,,,,El Molinet,,,,,,,
"POINT (2.15554089969995 41.4072800952425)","5052322621",,,7-10,cafe,,,,,,,,,,Perdem el Nord,,,,,,,
"POINT (2.15538389969997 41.4051905952426)","5103626924",,,"79",cafe,,,,,,,,,,Camelia,,,,,,,
"POINT (2.15578159969991 41.4071882952425)","3007755352",,,"44",cafe,,,,,,,,,,La Pausa,,,,,,,
"POINT (2.1565748996998 41.4052465952426)","5089333723",,,,cafe,,,,,,,,,,Copa Café,,,,,,,
"POINT (2.15695919969975 41.4048909952427)","765895092",,,,cafe,,,,,,,,,,Terra Bar,,,,,,,
"POINT (2.1601917996993 41.4020952952428)","5082277826",,,,cafe,,,,,,,,,,Caracas,,,,,,,
"POINT (2.15752149969967 41.4049766952426)","765796519",,,,cafe,,,,,,,,,,La Cafetera,,,,,,,
"POINT (2.15759179969966 41.4049207952426)","765060806",,,,cafe,,,,,,,,,,Virreina Bar,,,,,,,
"POINT (2.15839649969955 41.4073332952425)","1008166706",,,"1",cafe,,,,,,,,,,Cafe Flanders,,,,,,,
"POINT (2.1601482996993 41.4020826952428)","5111894221",,,"38",cafe,,,,,,,,,,Caracas,,,,,,,
"POINT (2.15900179969946 41.4032502952427)","2866726544",,,"26",cafe,,,,,,,,,,Mama's Cafe,,,,,,,
"POINT (2.16125759969915 41.4028900952428)","2476332030",,,,cafe,,,,,,,,,,Bar Lennon,,,,,,,
"POINT (2.15999899969933 41.4033759952428)","1575905711",,,,cafe,,,,,,,,,,Granja Bar,,,,,,,
"POINT (2.16206699969904 41.4035838952427)","6448760385",,,"242",cafe,,,,,,,,,,Bar frankfurt Foc a terra,,,,,,,
"POINT (2.16269499969895 41.4027481952428)","6779995786",,,"223",cafe,,,,,,,,,,Pastisseria Cusachs,,,,,,,
"POINT (2.16288959969892 41.4040714952427)","5167311825",,,,cafe,,,,,,,,,,Rinaldi,,,,,,,
"POINT (2.16301519969891 41.4039456952427)","5209287325",,,,cafe,,,,,,,,,,Granja bar l' Atlàntida,,,,,,,
"POINT (2.15924679969943 41.4071541952425)","3006691966",,,,cafe,,,,,,,,,,Zeus,,,,,,,
"POINT (2.16119769969916 41.4050752952426)","6793569688",,,,cafe,,,,,,,,,,SandwiChez,,,,,,,
"POINT (2.16170469969909 41.4071209952425)","5082155121",,,,cafe,,,,,,,,,,Cal KETO,,,,,,,
"POINT (2.1645169996987 41.3965268952432)","5198200834",,,"114",cafe,,,,,,,,,,Patachou,,,,,,,
"POINT (2.16632719969844 41.3968999952432)","3784439301",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.16442489969871 41.3985247952431)","6064621230",,,"264",cafe,,,,,,,,,,Quatre 14,,,,,,,
"POINT (2.16935679969802 41.3977376952431)","7070523749",,,"115",cafe,,,,,,,,,,Billy Brunch,,,,,,,
"POINT (2.16713189969833 41.399116795243)","1960271475",,,"325",cafe,,,,,,,,,,Snack 325,,,,,,,
"POINT (2.16794409969822 41.3971277952432)","1960381242",,,,cafe,,,,,,,,,,Café Caracas,,,,,,,
"POINT (2.16762329969826 41.3973186952431)","6089625321",,,"125",cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.16844679969815 41.3966274952432)","5198200823",,,,cafe,,,,,,,,,,"365",,,,,,,
"POINT (2.16643029969843 41.399902195243)","6000110787",,,"151",cafe,,,,,,,,,,Spas,,,,,,,
"POINT (2.16439629969871 41.399749495243)","6334053687",,,"179",cafe,,,,,,,,,,Cafè Yafa,,,,,,,
"POINT (2.16469199969867 41.4012653952429)","1960265760",,,181-183,cafe,,,,,,,,,,Café El Gust,,,,,,,
"POINT (2.16821319969818 41.399998795243)","5209287323",,,"343",cafe,,,,,,,,,,Provença,,,,,,,
"POINT (2.16704549969834 41.4009298952429)","5167311824",,,,cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.16863479969812 41.399739795243)","6776776186",,,,cafe,,,,,,,,,,La Cava Cakery,,,,,,,
"POINT (2.16855429969813 41.399800895243)","5209287322",,,"111",cafe,,,,,,,,,,Forn Verdaguer,,,,,,,
"POINT (2.16884989969809 41.399595995243)","6874116085",,,"103",cafe,,,,,,,,,,Milfulles,,,,,,,
"POINT (2.16901079969807 41.4005020952429)","2969277275",,,"351",cafe,,,,,,,,,,Café de l'Eixample,,,,,,,
"POINT (2.16745789969829 41.4006335952429)","6776761590",,,"127",cafe,,,,,,,,,,Re Bó,,,,,,,
"POINT (2.16724889969832 41.4014885952429)","5896482085",,,,cafe,,,,,,,,,,Déliç,,,,,,,
"POINT (2.169524999698 41.4006381952429)","7553173585",,,,cafe,,,,,,,,,,Santagloria,,,,,,,
"POINT (2.17207549969764 41.3971586952432)","7158622586",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17082089969782 41.3987979952431)","2137277603",,,"96",cafe,,,,,,,,,,On Café,,,,,,,
"POINT (2.17266699969756 41.3968973952432)","5171248421",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17208459969764 41.3979362952431)","5375097960",,,,cafe,,,,,,,,,,Panorama Bar,,,,,,,
"POINT (2.17389619969739 41.3973991952432)","7272699194",,,"439",cafe,,,,,,,,,,Tincset i més,,,,,,,
"POINT (2.17398459969738 41.3974769952431)","7272699193",,,"439",cafe,,,,,,,,,,Dit i Fet,,,,,,,
"POINT (2.17488309969725 41.3989299952431)","4392820595",,,"194",cafe,,,,,,,,,,El Teixidor,,,,,bakery,,
"POINT (2.17461499969729 41.3974783952431)","7272699793",,,"164",cafe,,,,,,,,,,l'Obrador,,,,,,,
"POINT (2.17316639969749 41.3981267952431)","6757278792",,,"388",cafe,,,,,,,,,,Bonica Bruncherie,,,,,,,
"POINT (2.17322349969748 41.398685995243)","6757314886",,,,cafe,,,,,,,,,,Quim Cafè!,,,,,,,
"POINT (2.1702363996979 41.399786095243)","5541156021",,,"343",cafe,,,,,,,,,,,,,,,,,
"POINT (2.17122139969776 41.400087395243)","6793569687",,,,cafe,,,,,,,,,,Bristol Gastrobar,,,,,,,
"POINT (2.17153509969772 41.4004370952429)","6793569985",,,"350",cafe,,,,,,,,,,Forn de pa Imperio,,,,,,,
"POINT (2.1723870996976 41.4014048952429)","7158622985",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17438209969732 41.4007454952429)","930158082",,,,cafe,,,,,,,,,,Brasilia cafe,,,,,,,
"POINT (2.16536509969858 41.4046562952427)","6515119587",,,,cafe,,,,,,,,,,El rei del frankfurt,,,,,,,
"POINT (2.17261589969757 41.4015392952429)","6790710691",,,"367",cafe,,,,,,,,,,Katane',,,,,,,
"POINT (2.16796829969822 41.4042109952427)","5335409022",,,,cafe,,,,,,,,,,Tatin,,,,,,,
"POINT (2.16816679969819 41.4074625952425)","6027971385",,,"416",cafe,,,,,,,,,,Lucerna,,,,,,,
"POINT (2.16675369969839 41.4070959952425)","6027971388",,,"333",cafe,,,,,,,,,,Novell,,,,,,,
"POINT (2.17340539969746 41.4038553952427)","5138391922",,,,cafe,Costa,,,,,,,,,Costa,,,,,,,
"POINT (2.17194739969766 41.4028794952428)","1044859203",,,,cafe,,,,,,,,,,Fernandes,,,,,,,
"POINT (2.17232039969761 41.4030203952428)","5327570657",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17409349969736 41.4023114952428)","3749438191",,,,cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (2.17433259969733 41.4024252952428)","5611733921",,,,cafe,,,,,,,,,,BuenasMigas,,,,,,,
"POINT (2.17443949969732 41.4024019952428)","6790695791",,,,cafe,,,,,,,,,,friss cafe,,,,,,,
"POINT (2.1752349996972 41.4021578952428)","4805973521",,,"298",cafe,,,,,,,,,,Gaudi Bakery,,,,,,,
"POINT (2.17463119969729 41.4025725952428)","6790695790",,,"312",cafe,,,,,,,,,,Condal,,,,,,,
"POINT (2.17375869969741 41.4040892952427)","6812099587",,,"433",cafe,,,,,,,,,,Caffè & Lunch,,,,,,,
"POINT (2.1738079996974 41.4041286952427)","6812099785",,,"435",cafe,,,,,,,,,,pannus,,,,,,,
"POINT (2.17500019969724 41.4050101952426)","6812099686",,,,cafe,,,,,,,,,,La Xurreria de Maria,,,,,,,
"POINT (2.17121889969776 41.4052863952426)","7004598841",,,"514",cafe,,,,,,,,,,Orange Coffee,,,,,,,
"POINT (2.17324269969748 41.4072945952425)","7287736687",,,"336",cafe,,,,,,,,,,El Petit de Casajuana,,,,,,,
"POINT (2.15496579970003 41.4093431952423)","5075055321",,,"52",cafe,,,,,,,,,,El Racó de Dalt,,,,,,,
"POINT (2.1745804996973 41.4069488952425)","6183340487",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.15602689969988 41.4104171952423)","5318367320",,,,cafe,,,,,,,,,,Bar dakmar,,,,,,,
"POINT (2.16057449969925 41.4079249952425)","5048596129",,,"43",cafe,,,,,,,,,,Don Teo,,,,,,,
"POINT (2.15825519969957 41.4103513952423)","5048602529",,,"167",cafe,,,,,,,,,,Del Roc Bomboneria,,,,,,,
"POINT (2.15899529969947 41.4099274952423)","5048602530",,,"152",cafe,,,,,,,,,,Bar Cafeteria la Maduixa,,,,,,,
"POINT (2.16258229969897 41.4088777952424)","5163167622",,,,cafe,,,,,,,,,,El Refugi,,,,,,,
"POINT (2.1637941996988 41.4089550952424)","2045108433",,,,cafe,,,,,,,,,,Cerveseria Candela,,,,,,,
"POINT (2.16401189969877 41.4089491952424)","5200135124",,,,cafe,,,,,,,,,,Forn Miralles,,,,,,,
"POINT (2.16403059969876 41.4100790952423)","7249682485",,,"79",cafe,,,,,,,,,,La Barreta del Barri,,,,,,,
"POINT (2.16252029969897 41.4096811952423)","3713354463",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.16405229969876 41.4102247952423)","5135764423",,,,cafe,,,,,,,,,,Caracas,,,,,,,
"POINT (2.16103969969918 41.4122219952422)","5247181322",,,,cafe,,,,,,,,,,Cafè a diari,,,,,,,
"POINT (2.16213379969903 41.4128538952421)","3713383276",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.1573098996997 41.4155719952419)","3007564325",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.16432119969872 41.4091581952424)","7287736485",,,"135",cafe,,,,,,,,,,Fornols,,,,,,,
"POINT (2.16050969969925 41.4132661952421)","3016021180",,,"13",cafe,,,,,,,,,,Sakura,,,,,,,
"POINT (2.1609283996992 41.414333795242)","3005479754",,,,cafe,,,,,,,,,,La Dolça,,,,,,,
"POINT (2.1652142996986 41.4097283952423)","7249679387",,,,cafe,,,,,,,,,,Sant Honorat,,,,,,,
"POINT (2.16826449969818 41.4077131952425)","6027971386",,,"312",cafe,,,,,,,,,,Integral,,,,,,,
"POINT (2.16937449969802 41.4081796952424)","4383889599",,,,cafe,,,,,,,,,,J.B.,,,,,,,
"POINT (2.16939569969802 41.4100876952423)","7287736585",,,"398",cafe,,,,,,,,,,Mukcafé,,,,,,,
"POINT (2.1645117996987 41.4103254952423)","7272699195",,,94-96,cafe,,,,,,,,,,El Mos,,,,,,,
"POINT (2.1645216996987 41.4105289952423)","4281892937",,,,cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.16855149969814 41.4108672952423)","7287736486",,,,cafe,,,,,,,,,,Babylon,,,,,,,
"POINT (2.16680989969838 41.4104892952423)","7272699785",,,"16",cafe,,,,,,,,,,Cal David,,,,,,,
"POINT (2.17368739969742 41.4101964952423)","7281907485",,,"334",cafe,,,,,,,,,,Bravoh!,,,,,,,
"POINT (2.17055749969786 41.4079596952424)","1863375983",,,,cafe,,,,,,,,,,Café dels Jardins,,,,,,,
"POINT (2.17018709969791 41.4082194952424)","2689533067",,,,cafe,,,,,,,,,,Bar Ricci,,,,,,,
"POINT (2.1709389996978 41.4084576952424)","7287736688",,,"152",cafe,,,,,,,,,,Arepa y Pan,,,,,,,
"POINT (2.17209899969764 41.4076027952425)","7287736785",,,"120",cafe,,,,,,,,,,Sorio,,,,,,,
"POINT (2.17135079969775 41.4087560952424)","7287736686",,,"364",cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.17114779969777 41.4104786952423)","7272699786",,,"344",cafe,,,,,,,,,,Bracafé,,,,,,,
"POINT (2.17371469969742 41.4101911952423)","5485060121",,,"334",cafe,,,,,,,,,,Hand Made,,,,,,,
"POINT (2.17461079969729 41.4091655952423)","7281907685",,,,cafe,,,,,,,,,,Pans & Company,,,,,,,
"POINT (2.17082209969782 41.4120350952422)","7272699196",,,"393",cafe,,,,,,,,,,Frankfurt's,,,,,,,
"POINT (2.16994009969794 41.4124235952421)","7272700186",,,"38",cafe,,,,,,,,,,La Terrasse,,,,,,,
"POINT (2.17128569969775 41.4116364952422)","7249682487",,,"48",cafe,,,,,,,,,,L'Estel,,,,,,,
"POINT (2.17253989969758 41.4167249952419)","7227334135",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17301639969751 41.4108008952423)","7272699189",,,,cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.17415969969735 41.4102614952423)","4431102493",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.1745416996973 41.4102537952423)","4431178089",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17464189969729 41.4104542952423)","4253851189",,,"74",cafe,,,,,,,,,,Dolce pizza y los veganos,,,,,,,
"POINT (2.17398309969738 41.4110538952422)","6364550856",,,"163",cafe,,,,,,,,,,,,,,,,,
"POINT (2.17548909969717 41.3981495952431)","7272699192",,,"183",cafe,,,,,,,,,,La Bar,,,,,,,
"POINT (2.17004889969793 41.4165864952419)","5163167724",,,,cafe,,,,,,,,,,Forn de pa Boufer,,,,,,,
"POINT (2.17972429969658 41.4013342952429)","7206383087",,,"263",cafe,,,,,,,,,,El Tropic Corner,,,,,,,
"POINT (2.17641749969704 41.398970995243)","7272701085",,,"456",cafe,,,,,,,,,,La Vespa,,,,,,,
"POINT (2.17666229969701 41.398993495243)","7272699791",,,"167",cafe,,,,,,,,,,Els tres sols,,,,,,,
"POINT (2.17763939969687 41.399816095243)","7272699190",,,"223",cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.17756769969688 41.399841895243)","7150994121",,,"480",cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.1831399996961 41.3982627952431)","506236273",,,,cafe,,,,,,,,,,Pa del Cel,,,,,,,
"POINT (2.18346259969606 41.3970642952432)","1445598560",,,,cafe,,,,,,,,,,La estrella,,,,,,,
"POINT (2.1831469996961 41.3972329952432)","6371980485",,,,cafe,,,,,,,,,,Three Marks Coffee,,,,,,,
"POINT (2.17620519969707 41.4033170952428)","6790645693",,,"260",cafe,,,,,,,,,,Coffe time,,,,,,,
"POINT (2.17636959969705 41.4031795952428)","6790710687",,,"252",cafe,,,,,,,,,,Molles,,,,,,,
"POINT (2.18417749969596 41.4018943952429)","4727965494",,,,cafe,,,,,,,,,,El portal dels encants,,,,,,,
"POINT (2.1774222996969 41.4020636952428)","6757314487",,,"223",cafe,,,,,,,,,,Marina,,,,,,,
"POINT (2.17721469969693 41.4033360952428)","6750690390",,,"457",cafe,,,,,,,,,,el Taller de Supan,,,,,,,
"POINT (2.17589019969711 41.4036204952427)","4488591590",,,,cafe,,,,,,,,,,Picasso,,,,,,,
"POINT (2.17837259969677 41.4026235952428)","6757278788",,,,cafe,,,,,,,,,,Colombia Pan y Sabor,,,,,,,
"POINT (2.17644959969704 41.4041495952427)","1859071357",,,,cafe,,,,,,,,,,La Bicicleta,,,,,,,
"POINT (2.17705479969695 41.4039915952427)","5880539485",,,"257",cafe,,,,,,,,,,,,,,,,,
"POINT (2.1788829996967 41.4030189952428)","3815464457",,,"459",cafe,,,,,,,,,,Copeta,,,,,,,
"POINT (2.18035879969649 41.4030668952428)","6757278787",,,"29",cafe,,,,,,,,,,La Light,,,,,,,
"POINT (2.17709629969695 41.4045647952427)","6790710785",,,"438",cafe,,,,,,,,,,Miss Simona,,,,,,,
"POINT (2.17588579969711 41.4048257952427)","5840107885",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.17619309969707 41.4056445952426)","1844121288",,,,cafe,,,,,,,,,,Cafe Caribean,,,,,,,
"POINT (2.17621879969707 41.4056404952426)","6812099585",,,,cafe,,,,,,,,,,Pantry brunch & coffee,,,,,,,
"POINT (2.176718999697 41.4053856952426)","1860626979",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.18040299969649 41.4030686952428)","7206383085",,,"29",cafe,,,,,,,,,,La Light,,,,,,,
"POINT (2.17703289969695 41.4059583952426)","1361887243",,,"250",cafe,,,,,,,,,,Mos Art,,,,,,,
"POINT (2.17770199969686 41.4054942952426)","6766273103",,,,cafe,,,,,,,,,,SandwiChez,,,,,,,
"POINT (2.17546769969717 41.4067447952425)","6805602991",,,,cafe,,,,,,,,,,Lliso Lis,,,,,,,
"POINT (2.17604679969709 41.4064270952426)","6805613586",,,,cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.17856379969674 41.4043446952427)","6750085594",,,,cafe,,,,,,,,,,365 Obrador,,,,,,,
"POINT (2.17557409969716 41.4072267952425)","6805613087",,,"475",cafe,,,,,,,,,,Bracafè,,,,,,,
"POINT (2.17683009969698 41.4062879952426)","1845455475",,,,cafe,,,,,,,,,,Cafés Caracas,,,,,,,
"POINT (2.17719549969693 41.4065726952425)","1845505623",,,,cafe,,,,,,,,,,El Café de la Bota,,,,,,,
"POINT (2.17725249969692 41.4066104952425)","1859095174",,,,cafe,,,,,,,,,,Tossa,,,,,,,
"POINT (2.17927419969664 41.4042684952427)","6776761592",,,"216",cafe,,,,,,,,,,Pans & Coffee,,,,,,,
"POINT (2.17809989969681 41.4053272952426)","6766272997",,,,cafe,,,,,,,,,,l'Obrador,,,,,,,
"POINT (2.18061819969646 41.4071713952425)","6772043985",,,"504",cafe,,,,,,,,,,paníssim,,,,,,,
"POINT (2.17925959969664 41.4059831952426)","6750085587",,,"252",cafe,,,,,,,,,,Pittier,,,,,,,
"POINT (2.18036389969649 41.4051463952426)","6750095386",,,,cafe,,,,,,,,,,Bar Esteban,,,,,,,
"POINT (2.18190789969628 41.4034288952427)","7272700185",,,"551",cafe,,,,,,,,,,Consejo de Ciento,,,,,,,
"POINT (2.17990889969655 41.4066438952425)","6750095389",,,"494",cafe,,,,,,,,,,La Fusteria,,,,,,,
"POINT (2.18108419969639 41.4062640952426)","6750095391",,,,cafe,,,,,,,,,,L'Obrador,,,,,,,
"POINT (2.18197079969627 41.4068991952425)","5109943021",,,,cafe,,,,,,,,,,Blat-café Dos de Maig,,,,,,,
"POINT (2.18187119969628 41.4073689952425)","5109943022",,,,cafe,,,,,,,,,,Vivari,,,,,,,
"POINT (2.18444639969592 41.4054281952426)","6786005886",,,192-194,cafe,,,,,,,,,,Pipa's Bar,,,,,,,
"POINT (2.19292949969474 41.3967508952432)","4254685758",,,,cafe,,,,,,,,,,Bread Bucket,,,,,bakery,,
"POINT (2.18473109969588 41.4065853952425)","6772044091",,,"263",cafe,,,,,,,,,,Las Glorias,,,,,,,
"POINT (2.18356569969604 41.4074632952425)","5186368923",,,,cafe,,,,,,,,,,Cafeteria H,,,,,,,
"POINT (2.18843089969537 41.399042995243)","2158865607",,,"22",cafe,,,,,,,,,,Carrot Café,,,,,,,
"POINT (2.18903249969528 41.3967184952432)","1658425572",,,,cafe,,,,,,,,,,Rebeka,,,,,,,
"POINT (2.19135379969496 41.3970016952432)","4138769013",,,"88",cafe,,,,,,,,,,SKYE Coffee,,,,,,,
"POINT (2.19288079969475 41.3970853952432)","4254686706",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.19418639969457 41.3965046952432)","6973926711",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (2.19553189969438 41.3979071952431)","5010794821",,,"95",cafe,,,,,,,,,,Nømad Roaster's Home,,,,,,,
"POINT (2.19507019969444 41.398751295243)","5028979721",,,"95",cafe,,,,,,,,,,Espai Joliu,,,,,,,
"POINT (2.19062299969506 41.4065593952425)","6579626985",,,"855",cafe,,,,,,,,,,Carlu,,,,,,,
"POINT (2.1882351996954 41.4023339952428)","6501611520",,,,cafe,,,,,,,,,,Cafeteria Disseny Hub Barcelona,,,,,,,
"POINT (2.18824989969539 41.4052473952426)","6766273107",,,,cafe,,,,,,,,,,La Mola,,,,,,,
"POINT (2.19383429969462 41.4037432952427)","1357828862",,,,cafe,,,,,,,,,,Cafetería universitaria,,,,,,,
"POINT (2.19671339969421 41.4043343952427)","2193095318",,,,cafe,,,,,,,,,,Papas & the Mamas,,,,,,,
"POINT (2.19494279969446 41.4043014952427)","830462039",,,,cafe,,,,,,,,,,Cafe Tampa,,,,,,,
"POINT (2.17586419969712 41.4085657952424)","7281907486",,,,cafe,,,,,,,,,,La Marquesa,,,,,,,
"POINT (2.19676939969421 41.4046881952427)","660100527",,,,cafe,,,,,,,,,,Rambla Poblenou,,,,,optician,,
"POINT (2.19418679969457 41.4048579952426)","660100529",,,,cafe,,,,,,,,,,El Fornet d'en Rosend,,,,,,,
